Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6CF56	Q6CF56_YARLI	unreviewed	YALI0B10131p	YALI0_B10131g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	218
Q6CFH2	Q6CFH2_YARLI	unreviewed	YALI0B06985p	YALI0_B06985g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	312
Q6C919	Q6C919_YARLI	unreviewed	YALI0D15048p	YALI0_D15048g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	767
Q6CG14	Q6CG14_YARLI	unreviewed	Reticulon-like protein	YALI0_B01738g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	376
Q6CD55	Q6CD55_YARLI	unreviewed	YALI0C03630p	YALI0_C03630g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	476
Q6BZV3	Q6BZV3_YARLI	unreviewed	YALI0F30635p	YALI0_F30635g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	398
Q6C0T0	Q6C0T0_YARLI	unreviewed	YALI0F22011p	YALI0_F22011g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	239
Q6C230	Q6C230_YARLI	unreviewed	YALI0F11319p	YALI0_F11319g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	912
Q6CGQ6	Q6CGQ6_YARLI	unreviewed	YALI0A17259p	YALI0_A17259g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	198
Q6C5U3	Q6C5U3_YARLI	unreviewed	YALI0E15147p	YALI0_E15147g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	588
Q6CGW0	Q6CGW0_YARLI	unreviewed	YALI0A15642p	YALI0_A15642g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	76
Q6C3D8	Q6C3D8_YARLI	unreviewed	YALI0F00550p	YALI0_F00550g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	460
Q6CHZ1	Q6CHZ1_YARLI	unreviewed	YALI0A03201p	YALI0_A03201g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	380
Q6CAP1	Q6CAP1_YARLI	unreviewed	YALI0D01111p	YALI0_D01111g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	592
Q6CG84	Q6CG84_YARLI	unreviewed	YALI0A21351p	YALI0_A21351g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	88
Q6CF34	Q6CF34_YARLI	unreviewed	YALI0B10604p	YALI0_B10604g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	475
Q6CA13	Q6CA13_YARLI	unreviewed	YALI0D06732p	YALI0_D06732g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	457
Q6C226	Q6C226_YARLI	unreviewed	YALI0F11407p	YALI0_F11407g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	224
Q6CCE2	Q6CCE2_YARLI	unreviewed	YALI0C10120p	YALI0_C10120g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	275
Q6C1T9	Q6C1T9_YARLI	unreviewed	YALI0F13431p	YALI0_F13431g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	224
Q6CGQ9	Q6CGQ9_YARLI	unreviewed	YALI0A17193p	YALI0_A17193g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	508
Q6CA30	Q6CA30_YARLI	unreviewed	YALI0D06369p	YALI0_D06369g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	314
Q6CB34	Q6CB34_YARLI	unreviewed	YALI0C22253p	YALI0_C22253g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	546
Q6CHI9	Q6CHI9_YARLI	unreviewed	YALI0A08338p	YALI0_A08338g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	72
Q6BZR0	Q6BZR0_YARLI	unreviewed	YALI0F31581p	YALI0_F31581g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	227
Q6CC19	Q6CC19_YARLI	unreviewed	YALI0C13442p	YALI0_C13442g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	551
Q6CBU6	Q6CBU6_YARLI	unreviewed	YALI0C15378p	YALI0_C15378g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	308
Q6CGQ7	Q6CGQ7_YARLI	unreviewed	YALI0A17237p	YALI0_A17237g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	147
Q6C491	Q6C491_YARLI	unreviewed	Serine protease (EC 3.4.21.-)	YALI0_E28743g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	525
Q6C869	Q6C869_YARLI	unreviewed	YALI0D22242p	YALI0_D22242g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	116
Q6C9R8	Q6C9R8_YARLI	unreviewed	YALI0D08888p	YALI0_D08888g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	758
Q6C311	Q6C311_YARLI	unreviewed	YALI0F03520p	YALI0_F03520g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	373
Q6CGK6	Q6CGK6_YARLI	unreviewed	YALI0A18524p	YALI0_A18524g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	298
Q6CGQ5	Q6CGQ5_YARLI	unreviewed	YALI0A17281p	YALI0_A17281g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	344
Q6C9R0	Q6C9R0_YARLI	unreviewed	Triacylglycerol lipase (EC 3.1.1.3)	YALI0_D09064g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	429
Q6C9Q6	Q6C9Q6_YARLI	unreviewed	YALI0D09141p	YALI0_D09141g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	242
Q6CBL2	Q6CBL2_YARLI	unreviewed	YALI0C17655p	YALI0_C17655g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	641
Q6CI11	Q6CI11_YARLI	unreviewed	YALI0A02629p	YALI0_A02629g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	116
Q6CB99	Q6CB99_YARLI	unreviewed	YALI0C20801p	YALI0_C20801g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	78
Q6C2R1	Q6C2R1_YARLI	unreviewed	YALI0F05830p	YALI0_F05830g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	80
Q6CFC6	Q6CFC6_YARLI	unreviewed	YALI0B08316p	YALI0_B08316g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	140
Q6C6D5	Q6C6D5_YARLI	unreviewed	YALI0E10373p	YALI0_E10373g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	442
Q6C2K3	Q6C2K3_YARLI	unreviewed	YALI0F07194p	YALI0_F07194g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	84
Q6CHW5	Q6CHW5_YARLI	unreviewed	YALI0A04059p	YALI0_A04059g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	549
Q6C5B7	Q6C5B7_YARLI	unreviewed	YALI0E19426p	YALI0_E19426g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	246
Q6C9J6	Q6C9J6_YARLI	unreviewed	YALI0D10703p	YALI0_D10703g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	290
Q6CD30	Q6CD30_YARLI	unreviewed	YALI0C04235p	YALI0_C04235g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	112
Q6C786	Q6C786_YARLI	unreviewed	YALI0E02838p	YALI0_E02838g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	816
Q6C085	Q6C085_YARLI	unreviewed	YALI0F26961p	YALI0_F26961g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	327
Q6CGV0	Q6CGV0_YARLI	unreviewed	YALI0A16016p	YALI0_A16016g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	142
Q6CAJ0	Q6CAJ0_YARLI	unreviewed	YALI0D02343p	YALI0_D02343g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	619
B5FVI1	B5FVI1_YARLI	unreviewed	YALI0E21472p	YALI0_E21472g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	154
Q6C8L5	Q6C8L5_YARLI	unreviewed	YALI0D18678p	YALI0_D18678g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1149
Q6C2N3	Q6C2N3_YARLI	unreviewed	YALI0F06424p	YALI0_F06424g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	429
Q6CEM8	Q6CEM8_YARLI	unreviewed	YALI0B14443p	YALI0_B14443g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	811
Q6C9P6	Q6C9P6_YARLI	unreviewed	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)	YALI0_D09361g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	779
Q6CAZ6	Q6CAZ6_YARLI	unreviewed	YALI0C23122p	YALI0_C23122g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	233
Q6CG81	Q6CG81_YARLI	unreviewed	YALI0A21417p	YALI0_A21417g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	356
Q6CDW7	Q6CDW7_YARLI	unreviewed	YALI0B20636p	YALI0_B20636g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	288
Q6CI41	Q6CI41_YARLI	unreviewed	YALI0A01980p	YALI0_A01980g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	518
Q6C480	Q6C480_YARLI	unreviewed	YALI0E29007p	YALI0_E29007g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	696
Q6C1P5	Q6C1P5_YARLI	unreviewed	YALI0F14531p	YALI0_F14531g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	367
B5RSL1	B5RSL1_YARLI	unreviewed	YALI0F06826p	YALI0_F06826g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	90
Q6CBK8	Q6CBK8_YARLI	unreviewed	YALI0C17897p	YALI0_C17897g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	257
Q6CG71	Q6CG71_YARLI	unreviewed	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog (EC 3.1.3.16)	YALI0_B00308g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	249
Q6C7B5	Q6C7B5_YARLI	unreviewed	YALI0E02156p	YALI0_E02156g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	515
Q6C7I8	Q6C7I8_YARLI	unreviewed	YALI0E00506p	YALI0_E00506g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	961
Q6C4K6	Q6C4K6_YARLI	unreviewed	YALI0E25982p	YALI0_E25982g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	523
Q6C9E9	Q6C9E9_YARLI	unreviewed	YALI0D11748p	YALI0_D11748g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	252
F2Z686	F2Z686_YARLI	unreviewed	Nuclear pore complex protein Nup85	YALI0_F24563g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	708
Q6C1K5	Q6C1K5_YARLI	unreviewed	YALI0F15433p	YALI0_F15433g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	362
Q6C7A5	Q6C7A5_YARLI	unreviewed	Spindle pole body component	YALI0_E02376g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	629
Q6C2J7	Q6C2J7_YARLI	unreviewed	Protein HGH1 homolog	YALI0_F07315g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	361
Q6C937	Q6C937_YARLI	unreviewed	YALI0D14520p	YALI0_D14520g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	415
Q6CGT2	Q6CGT2_YARLI	unreviewed	Amine oxidase (EC 1.4.3.-)	YALI0_A16445g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	671
Q6C7L2	Q6C7L2_YARLI	unreviewed	YALI0D27170p	YALI0_D27170g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	359
Q6CBY6	Q6CBY6_YARLI	unreviewed	YALI0C14410p	YALI0_C14410g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	493
Q6CD86	Q6CD86_YARLI	unreviewed	YALI0C02871p	YALI0_C02871g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	83
Q6CE14	Q6CE14_YARLI	unreviewed	YALI0B19470p	YALI0_B19470g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	529
Q6CBR3	Q6CBR3_YARLI	unreviewed	YALI0C16346p	YALI0_C16346g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1598
Q6CH46	Q6CH46_YARLI	unreviewed	YALI0A12573p	YALI0_A12573g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	605
Q6CCB6	Q6CCB6_YARLI	unreviewed	YALI0C10846p	YALI0_C10846g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	339
B5FVF6	B5FVF6_YARLI	unreviewed	YALI0E27616p	YALI0_E27616g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	146
Q6C390	Q6C390_YARLI	unreviewed	YALI0F01694p	YALI0_F01694g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1006
Q6CB95	Q6CB95_YARLI	unreviewed	ATP-dependent DNA helicase (EC 3.6.4.12)	YALI0_C20933g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	923
Q6CEC5	Q6CEC5_YARLI	unreviewed	YALI0B16742p	YALI0_B16742g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	260
Q6C179	Q6C179_YARLI	unreviewed	YALI0F18546p	YALI0_F18546g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	994
Q6C384	Q6C384_YARLI	unreviewed	YALI0F01837p	YALI0_F01837g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	964
Q6C7L5	Q6C7L5_YARLI	unreviewed	PX domain-containing protein YPT35	YALI0_D27104g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	223
Q6CB31	Q6CB31_YARLI	unreviewed	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5)	EFM5 YALI0_C22319g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	259
Q6C5X9	Q6C5X9_YARLI	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	YALI0_E14190g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	331
Q6C3Q6	Q6C3Q6_YARLI	unreviewed	YALI0E32901p	YALI0_E32901g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	524
Q6C4N9	Q6C4N9_YARLI	unreviewed	YALI0E24915p	YALI0_E24915g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	618
Q6CE79	Q6CE79_YARLI	unreviewed	Restriction of telomere capping protein 1	YALI0_B17842g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1102
Q6CA50	Q6CA50_YARLI	unreviewed	YALI0D05863p	YALI0_D05863g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	311
F2Z6I4	F2Z6I4_YARLI	unreviewed	YALI0C12122p	YALI0_C12122g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	583
Q6C0H5	Q6C0H5_YARLI	unreviewed	YALI0F24651p	YALI0_F24651g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	515
Q6CG65	Q6CG65_YARLI	unreviewed	YALI0B00528p	YALI0_B00528g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	926
Q6CA82	Q6CA82_YARLI	unreviewed	Endonuclease (EC 3.1.30.-)	YALI0_D05071g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	315
Q6CEG4	Q6CEG4_YARLI	unreviewed	YALI0B15840p	YALI0_B15840g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	325
Q6CEU3	Q6CEU3_YARLI	unreviewed	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	PIF1 YALI0_B12892g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1113
Q6CEQ3	Q6CEQ3_YARLI	unreviewed	YALI0B13904p	YALI0_B13904g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1896
Q6C4G2	Q6C4G2_YARLI	unreviewed	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	YALI0_E27049g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1425
Q6CGM4	Q6CGM4_YARLI	unreviewed	YALI0A18062p	YALI0_A18062g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	507
Q6C895	Q6C895_YARLI	unreviewed	YALI0D21560p	YALI0_D21560g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1420
Q6C927	Q6C927_YARLI	unreviewed	YALI0D14784p	YALI0_D14784g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	506
Q6CFH0	Q6CFH0_YARLI	unreviewed	YALI0B07029p	YALI0_B07029g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	203
Q6CAU4	Q6CAU4_YARLI	unreviewed	YALI0C24277p	YALI0_C24277g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	325
Q6C3F9	Q6C3F9_YARLI	unreviewed	YALI0E35222p	YALI0_E35222g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	457
Q6C620	Q6C620_YARLI	unreviewed	YALI0E13211p	YALI0_E13211g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	180
Q6CCR7	Q6CCR7_YARLI	unreviewed	YALI0C07150p	YALI0_C07150g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1756
Q6CET0	Q6CET0_YARLI	unreviewed	YALI0B13222p	YALI0_B13222g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	939
Q6C4Z7	Q6C4Z7_YARLI	unreviewed	YALI0E22374p	YALI0_E22374g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	727
Q6CFP5	Q6CFP5_YARLI	unreviewed	Peptide hydrolase (EC 3.4.-.-)	YALI0_B05104g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	405
Q6CGV9	Q6CGV9_YARLI	unreviewed	YALI0A15686p	YALI0_A15686g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	981
Q6C080	Q6C080_YARLI	unreviewed	YALI0F27071p	YALI0_F27071g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	396
Q6CFZ3	Q6CFZ3_YARLI	unreviewed	YALI0B02266p	YALI0_B02266g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	916
Q6C387	Q6C387_YARLI	unreviewed	YALI0F01771p	YALI0_F01771g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	93
Q6C3R9	Q6C3R9_YARLI	unreviewed	YALI0E32615p	YALI0_E32615g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	377
Q6C6C7	Q6C6C7_YARLI	unreviewed	YALI0E10549p	YALI0_E10549g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	652
Q6CB35	Q6CB35_YARLI	unreviewed	YALI0C22231p	YALI0_C22231g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1394
F2Z6I0	F2Z6I0_YARLI	unreviewed	YALI0D11858p	YALI0_D11858g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	550
Q6C5B3	Q6C5B3_YARLI	unreviewed	YALI0E19514p	YALI0_E19514g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	849
Q6CC10	Q6CC10_YARLI	unreviewed	YALI0C13706p	YALI0_C13706g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	409
Q6C4H3	Q6C4H3_YARLI	unreviewed	YALI0E26807p	YALI0_E26807g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	493
Q6C734	Q6C734_YARLI	unreviewed	YALI0E04114p	YALI0_E04114g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	749
Q6CEW1	Q6CEW1_YARLI	unreviewed	YALI0B12452p	YALI0_B12452g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	538
Q6CBP3	Q6CBP3_YARLI	unreviewed	YALI0C16797p	YALI0_C16797g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	530
Q6CBK5	Q6CBK5_YARLI	unreviewed	YALI0C17963p	YALI0_C17963g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	533
Q6C2X8	Q6C2X8_YARLI	unreviewed	YALI0F04213p	YALI0_F04213g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	461
Q6C8Q6	Q6C8Q6_YARLI	unreviewed	YALI0D17798p	YALI0_D17798g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	216
Q6CGL7	Q6CGL7_YARLI	unreviewed	YALI0A18271p	YALI0_A18271g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	971
Q6CBT3	Q6CBT3_YARLI	unreviewed	YALI0C15741p	YALI0_C15741g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	131
B5RSL0	B5RSL0_YARLI	unreviewed	YALI0F06259p	YALI0_F06259g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	118
Q6C3F2	Q6C3F2_YARLI	unreviewed	YALI0F00242p	YALI0_F00242g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	210
Q6CHR3	Q6CHR3_YARLI	unreviewed	YALI0A06017p	YALI0_A06017g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	93
Q6CH96	Q6CH96_YARLI	unreviewed	YALI0A10989p	YALI0_A10989g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	606
Q6C3H3	Q6C3H3_YARLI	unreviewed	YALI0E34837p	YALI0_E34837g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	318
Q6C5E4	Q6C5E4_YARLI	unreviewed	YALI0E18766p	YALI0_E18766g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	831
Q6CDM7	Q6CDM7_YARLI	unreviewed	YALI0B22748p	YALI0_B22748g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	455
Q6CCF2	Q6CCF2_YARLI	unreviewed	Altered inheritance of mitochondria protein 21	YALI0_C09904g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1275
Q6C118	Q6C118_YARLI	unreviewed	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96)	YALI0_F19998g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	146
Q6CFV9	Q6CFV9_YARLI	unreviewed	YALI0B03212p	YALI0_B03212g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	202
Q6C6P4	Q6C6P4_YARLI	unreviewed	YALI0E07579p	YALI0_E07579g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	220
Q6CGT6	Q6CGT6_YARLI	unreviewed	YALI0A16313p	YALI0_A16313g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	172
Q6C268	Q6C268_YARLI	unreviewed	YALI0F10373p	YALI0_F10373g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	499
Q6C686	Q6C686_YARLI	unreviewed	YALI0E11583p	YALI0_E11583g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	314
Q6C0F5	Q6C0F5_YARLI	unreviewed	YALI0F25157p	YALI0_F25157g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	378
Q6CB79	Q6CB79_YARLI	unreviewed	YALI0C21252p	YALI0_C21252g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	177
Q6CFL0	Q6CFL0_YARLI	unreviewed	YALI0B05962p	YALI0_B05962g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	285
Q6CGY4	Q6CGY4_YARLI	unreviewed	YALI0A14927p	YALI0_A14927g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	191
