Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
A0A1H6Q619	B0I71DRAFT_36882 YALI1_D03245g YALI2_D00055g				Altered inheritance of mitochondria protein 32 (Sucrase/ferredoxin-like-domain-containing protein)
A0A1D8NHH4	B0I71DRAFT_132528 YALI1_E09082g	GO:0007165; GO:0035091			Uncharacterized protein
A0A1D8NC72	B0I71DRAFT_129683 YALI1_C30255g YALI2_B00280g	GO:0030170		Pyridoxal phosphate	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)
A0A1D8NET7	YALI1_D20222g YALI2_D00323g	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000256|ARBA:ARBA00004679, ECO:0000256|HAMAP-Rule:MF_03184, ECO:0000256|PIRNR:PIRNR000533}.	ATP-binding;Allosteric enzyme;Cytoplasm;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Transferase	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)
Q876M0	B0I71DRAFT_135359 YALI1_B18930g YALI2_C00411g				14-3-3 protein (14-3-3 protein Bmh1)
A0A1D8NJF0	B0I71DRAFT_127792 YALI1_E25453g YALI2_E00433g	GO:0005743; GO:0015035; GO:0045041		Disulfide bond;Membrane;Redox-active center;Signal-anchor;Transmembrane	Mitochondrial import inner membrane translocase TIM40 (Mitochondrial intermembrane space import and assembly protein 40)
A0A1H6PLV1	B0I71DRAFT_127184 YALI1_F11905g YALI2_F00811g			Coiled coil	Uncharacterized protein
A0A1D8NQC3	B0I71DRAFT_136044 YALI1_F36127g	GO:0003676; GO:0003724; GO:0005524; GO:0016787		ATP-binding;Helicase;Hydrolase;Nucleotide-binding	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28
A0A371C8X1	B0I71DRAFT_130374 YALI2_F00792g	GO:0015078; GO:0016021; GO:0033179		Ion transport;Membrane;Signal;Transmembrane;Transmembrane helix;Transport	ATP synthase subunit C-domain-containing protein (V-type proton ATPase subunit c)
A0A1D8NQN2	B0I71DRAFT_126846 YALI1_F38776g YALI2_E00847g	GO:0004410; GO:0019878	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 1/5. {ECO:0000256|ARBA:ARBA00004755}.	Acyltransferase;Transferase	Homocitrate synthase (EC 2.3.3.14)
A0A1H6Q5H9	B0I71DRAFT_131775 YALI1_B02696g YALI2_B00621g	GO:0005789; GO:0016021		Endoplasmic reticulum;Membrane;Transmembrane;Transmembrane helix	Reticulon-like protein
A0A1D8NFJ9	B0I71DRAFT_168209 YALI1_D26666g	GO:0004499; GO:0050660; GO:0050661		FAD;Flavoprotein;Oxidoreductase	Uncharacterized protein
A0A1D8NCJ1	B0I71DRAFT_134384 YALI1_C33354g YALI2_B00333g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Rab-GTPase-TBC domain-domain-containing protein (TBC1 domain family member 20)
A0A1H6PM58	B0I71DRAFT_134213 YALI1_F09289g YALI2_F00122g	GO:0005778; GO:0007031; GO:0016021		Membrane;Peroxisome biogenesis;Transmembrane;Transmembrane helix	Peroxisome assembly protein 22
A0A1D8N7H6	B0I71DRAFT_130748 YALI1_B15996g YALI2_C00367g	GO:0003677			Multi-protein-binding factor 1 (Putative multi-protein binding factor 1)
A0A371CEM4	B0I71DRAFT_126906 YALI2_E00291g	GO:0004497; GO:0005506; GO:0016021; GO:0016126; GO:0016705; GO:0020037		Heme;Iron;Lipid biosynthesis;Lipid metabolism;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transmembrane;Transmembrane helix	Cytochrome P450
A0A1D8NQP7	B0I71DRAFT_135135 YALI1_F39164g YALI2_E00859g				Uncharacterized protein
A0A1D8NMT8	B0I71DRAFT_29404 YALI1_F13366g YALI2_F00785g	GO:0003735; GO:0005739; GO:0005840; GO:0032543		Mitochondrion;Ribonucleoprotein;Ribosomal protein	37S ribosomal protein mrp10, mitochondrial
A0A371C8C8	B0I71DRAFT_130732 YALI2_E01673g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371CC48	B0I71DRAFT_128419 YALI2_F00749g	GO:0005506; GO:0017172	PATHWAY: Organosulfur biosynthesis; taurine biosynthesis; hypotaurine from L-cysteine: step 1/2. {ECO:0000256|ARBA:ARBA00004759, ECO:0000256|RuleBase:RU366010}.	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Thioether bond	Cysteine dioxygenase (EC 1.13.11.20)
A0A1H6PS76	B0I71DRAFT_154930 YALI1_C07721g YALI2_C00100g	GO:0003677; GO:0006351; GO:0008270		Metal-binding;Zinc;Zinc-finger	Fungal-specific transcription factor domain-domain-containing protein (Zinc finger protein)
A0A371BZB4	B0I71DRAFT_136073 YALI2_D00776g	GO:0004467		Ligase	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3)
A0A1H6PZI0	YALI1_E39335g YALI2_F00439g	GO:0008033; GO:0008168; GO:0032259	PATHWAY: tRNA modification; wybutosine-tRNA(Phe) biosynthesis. {ECO:0000256|ARBA:ARBA00004797}.	Methyltransferase;S-adenosyl-L-methionine;Transferase;tRNA processing	Leucine carboxyl methyltransferase 2 (EC 2.1.1.290) (EC 2.3.1.231) (tRNA wybutosine-synthesizing protein 4) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)
A0A1D8NH12	YALI1_E04576g YALI2_E00088g				Uncharacterized protein
A0A1H6PYT5	B0I71DRAFT_136656 YALI1_E13823g YALI2_E00224g	GO:0003735; GO:0005739; GO:0005840; GO:0032543		Mitochondrion;Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L51 (Thioredoxin-like protein)
A0A1D8NGM5	YALI1_E01392g YALI2_E00021g				SWR1-complex protein 5
A0A1D8NFY3	B0I71DRAFT_24546 YALI1_D30249g				Autophagy_act_C domain-containing protein
A0A1D8NAL7	B0I71DRAFT_136182 YALI1_C15445g YALI2_C00982g	GO:0005741; GO:0006886; GO:0016021		Membrane;Mitochondrion;Protein transport;Receptor;Translocation;Transmembrane;Transmembrane helix;Transport	Mitochondrial import receptor subunit tom22 (Mitochondrial outer membrane translocase complex, subunit Tom22)
A0A1D8NPC7	B0I71DRAFT_132726 YALI1_F27761g YALI2_E00649g	GO:0008677; GO:0015940		Oxidoreductase	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase PanE/ApbA-domain-containing protein)
A0A1H6PUF8	B0I71DRAFT_129530 YALI1_D29419g YALI2_D00479g	GO:0003992; GO:0005759; GO:0006526; GO:0030170	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 4/4. {ECO:0000256|ARBA:ARBA00005024}.	Aminotransferase;Coiled coil;Pyridoxal phosphate;Transferase	Acetylornithine aminotransferase, mitochondrial (EC 2.6.1.11)
A0A1D8N8S0	B0I71DRAFT_126640 YALI1_B27777g YALI2_C00563g	GO:0006886; GO:0016192; GO:0030121		Cytoplasmic vesicle;Golgi apparatus;Membrane;Protein transport;Transport	AP-1 complex subunit gamma
A0A1D8NK43	B0I71DRAFT_6610 YALI1_E31772g YALI2_E00538g	GO:0001732; GO:0003743; GO:0005852; GO:0008237; GO:0016282; GO:0031369; GO:0033290; GO:0070122		Cytoplasm;Initiation factor;Protein biosynthesis	Eukaryotic translation initiation factor 3 subunit F (eIF3f)
A0A1D8NBS6	YALI1_C26501g YALI2_B00228g	GO:0000981; GO:0003677; GO:0006351; GO:0008270		Coiled coil;Metal-binding;Zinc	Transcriptional activator protein acu-15
A0A1D8NP88	B0I71DRAFT_133482 YALI1_F26620g YALI2_E01118g	GO:0006729; GO:0008124		Lyase	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96)
A0A1D8NFE3	YALI1_D25472g YALI2_D00424g	GO:0004571; GO:0005509; GO:0008152; GO:0016020		Glycosidase;Hydrolase	alpha-1,2-Mannosidase (EC 3.2.1.-)
A0A371CEZ3	B0I71DRAFT_126794 YALI2_E00833g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1H6PXE2	YALI1_E34979g YALI2_E01165g			Coiled coil;SH3 domain	Septation protein imp2
A0A1D8NPA1	B0I71DRAFT_132765 YALI1_F27002g YALI2_E01113g	GO:0003881; GO:0008654; GO:0016021		Coiled coil;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Transferase;Transmembrane;Transmembrane helix	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11)
A0A1H6PMW7	B0I71DRAFT_126799 YALI1_F37892g YALI2_E00835g	GO:0008168; GO:0032259		Methyltransferase;Transferase	SET domain-containing protein 8 (EC 2.1.1.-)
A0A1H6PJ97	B0I71DRAFT_170873 YALI1_C12194g YALI2_C00164g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1H6PJB0	B0I71DRAFT_129631 YALI1_C10173g YALI2_C00134g				Uncharacterized protein
A0A1H6PYS4	B0I71DRAFT_169043 YALI1_E39466g YALI2_F00526g	GO:0004190		Aspartyl protease;Hydrolase;Protease;Signal	Acid extracellular protease (EC 3.4.23.-) (Aspartic peptidase domain-containing protein)
A0A1D8NQ17	B0I71DRAFT_176981 YALI1_F33754g YALI2_E00982g	GO:0016021		Membrane;Transmembrane;Transmembrane helix;Transport	Mitochondrial carrier domain-containing protein (Tricarboxylate transport protein)
A0A1H6PQS3	B0I71DRAFT_4175 YALI1_C28997g YALI2_B00257g			Coiled coil	Uncharacterized protein
A0A1D8N8Q6	B0I71DRAFT_126632 YALI1_B27929g			Signal	Uncharacterized protein
A0A371C440	B0I71DRAFT_99583 YALI2_E00113g	GO:0004827; GO:0005524; GO:0005737; GO:0006433		ATP-binding;Aminoacyl-tRNA synthetase;Coiled coil;Ligase;Nucleotide-binding	Prolyl-tRNA synthetase (EC 6.1.1.15)
A0A1H6PHH0	B0I71DRAFT_134398 YALI1_B23385g			Signal	Uncharacterized protein
A0A1D8N8J0	B0I71DRAFT_130318 YALI1_B25798g			Coiled coil	Armadillo-type protein
A0A1H6Q2A9	B0I71DRAFT_126930 YALI1_E17184g YALI2_E00288g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	FAR-17a/AIG1-like protein (UPF0641 membrane protein)
A0A1D8NP77	B0I71DRAFT_133464 YALI1_F26186g YALI2_F00607g	GO:0008324; GO:0016021		Membrane;Transmembrane;Transmembrane helix;Transport	Cation efflux family-domain-containing protein (Metal tolerance protein 5)
A0A1D8NEA5	B0I71DRAFT_133073 YALI1_D15458g	GO:0005094; GO:0005737		Cytoplasm	Immunoglobulin E-set
A0A1D8NK11	YALI1_E31050g YALI2_E00522g			WD repeat	Uncharacterized protein
A0A1D8NHF4	B0I71DRAFT_128519 YALI1_E08253g YALI2_E01621g	GO:0016021		Membrane;Transmembrane;Transmembrane helix;Transport	Mitochondrial carrier domain-containing protein (Mitochondrial carrier protein MTM1)
A0A1D8NGZ7	B0I71DRAFT_130687 YALI1_E04437g YALI2_E01689g				Uncharacterized protein
A0A1H6PVL3	B0I71DRAFT_136733 YALI1_D00888g	GO:0009058; GO:0016740; GO:0030170		Transferase	Pyridoxal phosphate-dependent transferase
A0A1D8N8V7	B0I71DRAFT_126610 YALI1_B28349g YALI2_C00643g	GO:0047964; GO:0051287		Oxidoreductase	D-isomer specific 2-hydroxyacid dehydrogenase (Glyoxylate reductase 1) (EC 1.1.1.26)
A0A1D8NK23	B0I71DRAFT_116130 YALI1_E30479g YALI2_E01243g	GO:0006338; GO:0031011		Nucleus	Chromatin-remodeling complex subunit IES6
A0A1D8NIQ2	YALI1_E19714g YALI2_E01430g	GO:0005576; GO:0007618		Signal	Mating factor alpha
A0A1D8NBG6	YALI1_C23601g YALI2_B00179g	GO:0008643; GO:0016021; GO:0022857		Membrane;Sugar transport;Transmembrane;Transmembrane helix;Transport	Sugar transporter STL1
A0A371CDC4	B0I71DRAFT_127609 YALI2_E01085g	GO:0006364; GO:0042134			Anticodon-binding protein (Ribosome production factor 1)
A0A371C500	B0I71DRAFT_132772 YALI2_E01115g	GO:0005634; GO:0005840		Ribonucleoprotein;Ribosomal protein;rRNA processing	Exosome complex component RRP46 (Ribosomal protein S5 domain 2-type protein)
A0A1D8N609	B0I71DRAFT_131741 YALI1_B02091g	GO:0003677; GO:0005634; GO:0006139; GO:0032968		Nucleus;SH2 domain;Transcription;Transcription regulation	Transcription elongation factor Spt6
A0A1D8NL86	B0I71DRAFT_15537 YALI1_E41251g YALI2_F00470g	GO:0004096; GO:0006979; GO:0020037; GO:0042744; GO:0046872		Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase	Catalase (EC 1.11.1.6)
A0A1H6PM79	B0I71DRAFT_115617 YALI1_F07675g YALI2_F00892g	GO:0003677; GO:0003899; GO:0005665; GO:0006351		DNA-directed RNA polymerase;Nucleus;Transcription	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerase, subunit omega/K/RPB6)
A0A1H6PYX5	B0I71DRAFT_129050 YALI1_E14824g YALI2_E00243g	GO:0000070; GO:0005634; GO:0007062; GO:0016407; GO:0045132; GO:0046872		Acyltransferase;Cell cycle;Metal-binding;Nucleus;Transferase;Zinc;Zinc-finger	Establishment of cohesion protein 1 (N-acetyltransferase ECO1)
A0A371C2C5	B0I71DRAFT_134238 YALI2_A00338g	GO:0005730		Nucleus;Repeat;WD repeat	Ribosome biogenesis protein ENP2 (WD40-repeat-containing domain protein)
A0A1D8NIV2	B0I71DRAFT_144941 YALI1_E21097g YALI2_E01411g	GO:0005525; GO:0005935; GO:0051301		Cell cycle;Cell division;GTP-binding;Nucleotide-binding	Cell division control protein 11 (Septin-domain-containing protein)
A0A1D8NLM7	B0I71DRAFT_126129 YALI1_F03153g	GO:0016021; GO:0035091		Coiled coil;Membrane;Transmembrane;Transmembrane helix	PXA domain-domain-containing protein
A0A1D8NQ63	B0I71DRAFT_137086 YALI1_F34281g YALI2_E00971g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1H6PVL2	B0I71DRAFT_131121 YALI1_D01066g YALI2_D01104g	GO:0016787; GO:0046872		Hydrolase;Metal-binding	Nudix hydrolase domain-containing protein
A0A1D8NCF0	B0I71DRAFT_133737 YALI1_C32276g YALI2_B00355g	GO:0004160; GO:0008652; GO:0009082; GO:0046872; GO:0051539		4Fe-4S;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Iron;Iron-sulfur;Lyase;Metal-binding	Dihydroxy-acid dehydratase (EC 4.2.1.9) (Dihydroxy-acid/6-phosphogluconate dehydratase)
A0A1H6PWN5	B0I71DRAFT_175171 YALI1_C20452g YALI2_B00512g	GO:0005634; GO:0005737; GO:0016274		Cytoplasm;Methyltransferase;Nucleus;S-adenosyl-L-methionine;Transferase	Arginine N-methyltransferase 2 (EC 2.1.1.-)
A0A1H6PN93	COQ4 B0I71DRAFT_128880 YALI1_F34625g YALI2_E00964g	GO:0006744; GO:0031314	PATHWAY: Cofactor biosynthesis; ubiquinone biosynthesis. {ECO:0000256|HAMAP-Rule:MF_03111}.	Membrane;Mitochondrion;Mitochondrion inner membrane;Ubiquinone;Ubiquinone biosynthesis	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)
A0A1D8N4V4	B0I71DRAFT_132023 YALI1_A14259g YALI2_A00483g				Uncharacterized protein
A0A1D8NP81	B0I71DRAFT_133468 YALI1_F26234g	GO:0005737		SH3 domain	SH3 domain-containing protein
A0A1H6PWF3	B0I71DRAFT_35773 YALI1_F33123g YALI2_E00991g	GO:0003676			Uncharacterized protein
A0A1D8NL95	B0I71DRAFT_93727 YALI1_E41514g YALI2_F00476g	GO:0000981; GO:0008270			Zn(2)-C6 fungal-type domain-containing protein
A0A371CD95	B0I71DRAFT_92792 YALI2_E01333g	GO:0005789; GO:0016021		Membrane;Transmembrane;Transmembrane helix	ER membrane protein complex subunit 3
A0A1H6PWA2	B0I71DRAFT_135347 YALI1_B19153g YALI2_C00792g	GO:0047617			HotDog domain-containing protein
A0A1D8N8I3	B0I71DRAFT_130308 YALI1_B25603g	GO:0005737; GO:0008239; GO:0046872; GO:0070006		Aminopeptidase;Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Protease;Zinc	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl peptidase III)
A0A1H6PWX6	YALI1_A01198g YALI2_A00017g	GO:0016021; GO:0045134		Hydrolase;Membrane;Transmembrane;Transmembrane helix	Nucleoside-diphosphatase mig-23 (EC 3.6.1.6)
A0A1H6PU80	B0I71DRAFT_133031 YALI1_D33119g YALI2_D00530g	GO:0005739; GO:0016021; GO:0033617		Membrane;Transmembrane;Transmembrane helix	Cytochrome C oxidase chaperone
A0A371C025	B0I71DRAFT_135565 YALI2_A00421g	GO:0005783; GO:0016021; GO:0031204		Endoplasmic reticulum;Membrane;Protein transport;Transmembrane;Transmembrane helix;Transport	Protein translocation protein SEC63
A0A1H6Q7K1	B0I71DRAFT_130878 YALI1_D10033g YALI2_D00146g	GO:0003899; GO:0005666; GO:0006383		DNA-directed RNA polymerase;Nucleus;Transcription	DNA-directed RNA polymerase III subunit
A0A1D8NA32	YALI1_C10293g YALI2_C01044g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Caffeine resistance protein 5
A0A1D8NQJ0	B0I71DRAFT_172171 YALI1_F37963g YALI2_E00837g	GO:0003723; GO:0005730; GO:0006364		Nucleus;RNA-binding;Ribonucleoprotein;Ribosome biogenesis;rRNA processing	KRR1 small subunit processome component (KRR-R motif-containing protein 1)
A0A1H6PU84	YALI1_F17034g YALI2_F00251g			Coiled coil	RRN9 domain-containing protein
A0A1D8NC90	EFM5 YALI1_C30683g YALI2_B00287g	GO:0005737; GO:0016279		Coiled coil;Cytoplasm;Methyltransferase;Transferase	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5)
A0A371BWZ4	B0I71DRAFT_137298 YALI2_D00634g	GO:0005524; GO:0006914; GO:0015031; GO:0034045; GO:0106310; GO:0106311		ATP-binding;Autophagy;Kinase;Nucleotide-binding;Protein transport;Transferase;Transport	Autophagy-related protein 1 (EC 2.7.11.1) (Serine/threonine-protein kinase ATG1)
A0A371C1M2	B0I71DRAFT_122265 YALI2_D00502g			Signal	Uncharacterized protein
A0A1D8NC85	B0I71DRAFT_129687 YALI1_C30187g	GO:0005524; GO:0006281; GO:0006325; GO:0031011; GO:0035267; GO:0043139; GO:0097255; GO:0140603		ATP-binding;Activator;Chromatin regulator;DNA damage;DNA repair;Helicase;Hydrolase;Nucleotide-binding;Nucleus;Transcription;Transcription regulation	RuvB-like helicase (EC 3.6.4.12)
A0A1D8N8E4	MCM7 B0I71DRAFT_133804 YALI1_B24335g YALI2_C00707g	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0042555; GO:0140603		ATP-binding;Cell cycle;Coiled coil;DNA replication;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Nucleus	DNA replication licensing factor MCM7 (EC 3.6.4.12)
A0A1H6Q072	B0I71DRAFT_129805 YALI1_B05520g YALI2_B00580g	GO:0003676; GO:0005730; GO:0006364		Nucleus	18S rRNA factor 2 (Pre-rRNA-processing protein ESF2)
A0A1D8N610	YALI1_B02149g YALI2_B00631g				UPF0157 protein YqkA
A0A1H6PUB4	B0I71DRAFT_169051 YALI1_D34270g YALI2_D00620g				Uncharacterized protein
A0A371C0W9	B0I71DRAFT_135072 YALI2_A00542g	GO:0005524; GO:0033180; GO:0046933; GO:0046961		ATP-binding;Hydrogen ion transport;Ion transport;Nucleotide-binding;Translocase;Transport	H(+)-transporting two-sector ATPase (EC 7.1.2.2)
A0A1D8NCE7	B0I71DRAFT_169078 YALI1_C32461g YALI2_B00308g				Uncharacterized protein
A0A371C4A2	B0I71DRAFT_133074 YALI2_D00865g	GO:0003676		Phosphoprotein	Uncharacterized protein
A0A1D8NMI3	B0I71DRAFT_92021 YALI1_F11261g			WD repeat	WD40-repeat-containing domain protein
A0A1D8N4E7	B0I71DRAFT_122172 YALI1_A10565g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Major facilitator superfamily domain-containing protein
A0A371C4F7	B0I71DRAFT_44666 YALI2_F00583g	GO:0005886; GO:0008496; GO:0016021; GO:0016052; GO:0071555		Cell wall biogenesis/degradation;Glycoprotein;Glycosidase;Hydrolase;Membrane;Signal;Transmembrane;Transmembrane helix	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)
A0A1D8NIW6	B0I71DRAFT_135533 YALI1_E21430g YALI2_E00362g	GO:0003743; GO:0005634; GO:0006352		Initiation factor;Nucleus;Protein biosynthesis;Transcription;Transcription regulation	Transcription initiation factor TFIID 23-30kDa subunit-domain-containing protein (Transcription initiation factor TFIID subunit 10)
A0A1D8NKU1	B0I71DRAFT_134855 YALI1_E37792g YALI2_F00561g	GO:0000124			SAGA-associated factor 73 (SCA7, zinc-binding domain-domain-containing protein)
A0A371C7L3	B0I71DRAFT_33120 YALI2_D01096g	GO:0016021; GO:0030246		Lectin;Membrane;Signal;Transmembrane;Transmembrane helix	Concanavalin A-like lectin/glucanase domain-containing protein (VIP36-like protein)
A0A1D8NMI5	B0I71DRAFT_127182 YALI1_F11930g YALI2_F00168g	GO:0003723; GO:0003735; GO:0006412; GO:0015935		Ribonucleoprotein;Ribosomal protein	40S ribosomal protein S5
A0A1D8NQ23	B0I71DRAFT_135950 YALI1_F33790g YALI2_E00981g	GO:0003743; GO:0006367		Transcription;Transcription regulation	Transcription initiation factor IIE subunit alpha
A0A371C7X8	B0I71DRAFT_32027 YALI2_D00140g	GO:0004088; GO:0006207; GO:0006541		Ligase	Carbamoyl-phosphate synthase (glutamine-hydrolyzing) (EC 6.3.5.5)
A0A1H6PSD9	B0I71DRAFT_126345 YALI1_E01057g YALI2_E01753g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8N8L9	B0I71DRAFT_130316 YALI1_B25795g	GO:0005509		Calcium	Uncharacterized protein
A0A1D8NBB1	YALI1_C21634g YALI2_B00498g	GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	54S ribosomal protein L39
A0A1D8N5M6	YALI1_A21594g YALI2_A00323g	GO:0003824; GO:0016021		Membrane;Transmembrane;Transmembrane helix	POLIIIAc domain-containing protein
A0A1D8NBU9	YALI1_C27012g YALI1_C27616g YALI2_B00427g				F-box protein
A0A1H6PZF2	B0I71DRAFT_128661 YALI1_E40161g YALI2_F00513g			Metal-binding;Zinc;Zinc-finger	RING-type domain-containing protein
A0A1H6PYR6	YALI1_E39820g YALI2_F00447g				Uncharacterized protein
A0A1D8N832	B0I71DRAFT_127475 YALI1_B21466g YALI2_C00751g	GO:0016021		Coiled coil;Membrane;Receptor;Transmembrane;Transmembrane helix	Abscisic acid G-protein coupled receptor-domain-containing protein (Golgi pH regulator)
F2Z670	mutB B0I71DRAFT_90380				Putative MutB protein
A0A371BZT4	B0I71DRAFT_136094 YALI2_A00554g	GO:0005634; GO:0005737		Cytoplasm;Nucleus	Uncharacterized protein
A0A1D8N9R2	B0I71DRAFT_131010 YALI1_C06870g YALI2_C01096g	GO:0000124; GO:0003743; GO:0005669; GO:0006367; GO:0016251; GO:0046695; GO:0046982		Transcription;Transcription regulation	Transcription initiation factor TFIID subunit 6
A0A371CDJ4	B0I71DRAFT_127451 YALI2_C00472g	GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006260; GO:0006281		ATP-binding;DNA replication;Nucleotide-binding;Nucleus	Replication factor C subunit 1
A0A1D8NMU4	B0I71DRAFT_136709 YALI1_F13793g			Coiled coil	Uncharacterized protein
A0A1H6Q6V4	B0I71DRAFT_131053 YALI1_A06721g YALI2_A00106g	GO:0005634		Nucleus	Nuclear pore complex assembly-domain-containing protein
A0A1H6QCR3	B0I71DRAFT_131936 YALI1_D10226g YALI2_D00151g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8NNZ0	B0I71DRAFT_135789 YALI1_F24343g YALI2_F00394g	GO:0005743; GO:0070469		3D-structure;Disulfide bond;Electron transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Respiratory chain;Transport;Ubiquinone	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-A
A0A371CEV2	B0I71DRAFT_150215 YALI2_D00899g	GO:0004190		Hydrolase;Protease;Signal	Acid extracellular protease (EC 3.4.23.-) (Aspartic peptidase domain-containing protein)
A0A1H6PRZ9	B0I71DRAFT_170708 YALI1_B02604g YALI2_B00623g	GO:0016740		Signal;Transferase	Rhodanese-like domain-containing protein (Thiosulfate:glutathione sulfurtransferase) (EC 2.8.1.-)
